mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,lat,lon,depth,quake_id
1.0,"9 km NW of The Geysers, CA",1715476556790,1715476650914,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005276,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005276.geojson,,,,,automatic,0,15,nc,75005276,",nc75005276,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.006823,0.01,68.0,md,earthquake,"M 1.0 - 9 km NW of The Geysers, CA",38.8188323974609,-122.841835021973,2.08999991416931,nc75005276
0.35,"11 km SW of Marysville, Montana",1715476391600,1715697136470,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90050503,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb90050503.geojson,,,,,reviewed,0,2,mb,90050503,",mb90050503,",",mb,",",origin,phase-data,",4.0,0.09049,0.01,143.0,ml,earthquake,"M 0.4 - 11 km SW of Marysville, Montana",46.6706666666667,-112.3975,3.61,mb90050503
4.6,"62 km NNW of Dibulla, Colombia",1715475661671,1717125217040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mxzf,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mxzf.geojson,,,,,reviewed,0,326,us,6000mxzf,",us6000mxzf,",",us,",",origin,phase-data,",47.0,0.953,0.95,57.0,mb,earthquake,"M 4.6 - 62 km NNW of Dibulla, Colombia",11.8046,-73.5013,10.0,us6000mxzf
0.43,"8 km NNW of The Geysers, CA",1715474776870,1716337511015,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005271,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005271.geojson,,,,,reviewed,0,3,nc,75005271,",nc75005271,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01069,0.01,82.0,md,earthquake,"M 0.4 - 8 km NNW of The Geysers, CA",38.8296666666667,-122.821166666667,3.2,nc75005271
0.6,"26 km NW of Indian Springs, Nevada",1715474613604,1715621654022,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00877446,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00877446.geojson,,,,,reviewed,0,6,nn,00877446,",nn00877446,",",nn,",",origin,phase-data,",26.0,0.085,0.1472,240.64,ml,earthquake,"M 0.6 - 26 km NW of Indian Springs, Nevada",36.7562,-115.8507,3.9,nn00877446
0.07,"38 km NNE of Amboy, Washington",1715474272180,1715628911070,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61996902,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61996902.geojson,,,,,reviewed,0,0,uw,61996902,",uw61996902,",",uw,",",origin,phase-data,",10.0,0.008252,0.09,102.0,ml,earthquake,"M 0.1 - 38 km NNE of Amboy, Washington",46.203833333333336,-122.17483333333334,6.47,uw61996902
2.0,"50 km S of Whites City, New Mexico",1715474132668,1715620481033,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024jhfp,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024jhfp.geojson,,,,,reviewed,0,62,tx,2024jhfp,",tx2024jhfp,",",tx,",",origin,phase-data,",24.0,0.1,0.1,63.0,ml,earthquake,"M 2.0 - 50 km S of Whites City, New Mexico",31.72,-104.309,5.6897,tx2024jhfp
2.1,"52 km SSW of Whites City, New Mexico",1715473666674,1715619895957,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024jhfi,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024jhfi.geojson,,,,,reviewed,0,68,tx,2024jhfi,",tx2024jhfi,",",tx,",",origin,phase-data,",21.0,0.0,0.2,71.0,ml,earthquake,"M 2.1 - 52 km SSW of Whites City, New Mexico",31.721,-104.531,4.5874,tx2024jhfi
4.7,"5 km WNW of Diriamba, Nicaragua",1715472649017,1717536920387,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mxz9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mxz9.geojson,4.0,3.1,,,reviewed,0,341,us,6000mxz9,",us6000mxz9,",",us,",",dyfi,origin,phase-data,",175.0,0.281,0.84,89.0,mb,earthquake,"M 4.7 - 5 km WNW of Diriamba, Nicaragua",11.8698,-86.291,157.253,us6000mxz9
4.5,"94 km NNW of Isangel, Vanuatu",1715472562568,1716355721040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mz7h,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mz7h.geojson,,,,,reviewed,0,312,us,6000mz7h,",us6000mz7h,",",us,",",origin,phase-data,",19.0,3.943,0.55,115.0,mb,earthquake,"M 4.5 - 94 km NNW of Isangel, Vanuatu",-18.8082,168.8302,127.036,us6000mz7h
0.71,"38 km ENE of Adak, Alaska",1715472269620,1715824679880,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123306,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123306.geojson,,,,,reviewed,0,8,av,93123306,",av93123306,",",av,",",origin,phase-data,",4.0,0.01729,0.11,186.0,ml,earthquake,"M 0.7 - 38 km ENE of Adak, Alaska",52.0623333333333,-176.170833333333,4.1,av93123306
-0.99,"65 km ENE of Pedro Bay, Alaska",1715471870130,1715646619440,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123296,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123296.geojson,,,,,reviewed,0,0,av,93123296,",av93123296,",",av,",",origin,phase-data,",5.0,0.005475,0.07,124.0,ml,earthquake,"M -1.0 - 65 km ENE of Pedro Bay, Alaska",60.0535,-153.071333333333,0.45,av93123296
2.5,"225 km W of Adak, Alaska",1715471377735,1717537275040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000myen,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000myen.geojson,,,,,reviewed,0,96,us,6000myen,",av93123286,us6000myen,",",av,us,",",origin,phase-data,",9.0,0.289,0.23,142.0,ml,earthquake,"M 2.5 - 225 km W of Adak, Alaska",51.7749,-179.9024,17.51,us6000myen
4.3,"229 km NE of Lospalos, Timor Leste",1715470447333,1716355191040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mz6z,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mz6z.geojson,,,,,reviewed,0,284,us,6000mz6z,",us6000mz6z,",",us,",",origin,phase-data,",19.0,4.888,0.73,93.0,mb,earthquake,"M 4.3 - 229 km NE of Lospalos, Timor Leste",-6.8974,128.2888,289.404,us6000mz6z
0.43,"12 km WSW of Searles Valley, CA",1715470397930,1715522880075,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40745992,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40745992.geojson,,,,,reviewed,0,3,ci,40745992,",ci40745992,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.09702,0.12,145.0,ml,earthquake,"M 0.4 - 12 km WSW of Searles Valley, CA",35.717,-117.5245,3.17,ci40745992
0.84,"11 km NE of Morgan Hill, CA",1715470271840,1715500157710,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005246,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005246.geojson,,,,,reviewed,0,11,nc,75005246,",nc75005246,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.05889,0.1,43.0,md,earthquake,"M 0.8 - 11 km NE of Morgan Hill, CA",37.2191666666667,-121.602166666667,2.61,nc75005246
1.05,"9 km WSW of Grapevine, CA",1715469574090,1715637938837,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40745984,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40745984.geojson,,,,,reviewed,0,17,ci,40745984,",ci40745984,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.06474,0.19,98.0,ml,earthquake,"M 1.1 - 9 km WSW of Grapevine, CA",34.9106667,-119.0166667,12.29,ci40745984
0.29,"3 km NNW of The Geysers, CA",1715469443370,1715894169103,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005236,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005236.geojson,,,,,reviewed,0,1,nc,75005236,",nc75005236,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.009864,0.02,89.0,md,earthquake,"M 0.3 - 3 km NNW of The Geysers, CA",38.8036666666667,-122.777666666667,2.17,nc75005236
1.36,"68 km WSW of Nikolski, Alaska",1715468932620,1715632643210,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123276,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123276.geojson,,,,,reviewed,0,28,av,93123276,",av93123276,",",av,",",origin,phase-data,",4.0,0.07489,0.25,251.0,ml,earthquake,"M 1.4 - 68 km WSW of Nikolski, Alaska",52.7461666666667,-169.8265,2.3,av93123276
1.6,"16 km NNW of Two Rivers, Alaska",1715468850420,1715471358451,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02462ooccv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02462ooccv.geojson,,,,,reviewed,0,39,ak,02462ooccv,",ak02462ooccv,",",ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 1.6 - 16 km NNW of Two Rivers, Alaska",65.0067,-147.2032,9.2,ak02462ooccv
0.94,"21 km ESE of Little Lake, CA",1715468473970,1715637019248,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37653932,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37653932.geojson,,,,,reviewed,0,14,ci,37653932,",ci37653932,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.0891,0.16,107.0,ml,earthquake,"M 0.9 - 21 km ESE of Little Lake, CA",35.8655,-117.6926667,9.86,ci37653932
0.5,"5 km S of Little Lake, CA",1715468473270,1715637142264,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40745952,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40745952.geojson,,,,,reviewed,0,4,ci,40745952,",ci40745952,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.05319,0.29,84.0,ml,earthquake,"M 0.5 - 5 km S of Little Lake, CA",35.8955,-117.9068333,11.02,ci40745952
1.59,"78 km W of Adak, Alaska",1715468431870,1715646403910,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123271,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123271.geojson,,,,,reviewed,0,39,av,93123271,",av93123271,",",av,",",origin,phase-data,",7.0,0.04347,0.06,147.0,ml,earthquake,"M 1.6 - 78 km W of Adak, Alaska",51.8505,-177.776166666667,3.17,av93123271
4.3,Kermadec Islands region,1715468201704,1716268069040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mz6x,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mz6x.geojson,,,,,reviewed,0,284,us,6000mz6x,",us6000mz6x,",",us,",",origin,phase-data,",14.0,2.565,0.21,171.0,mb,earthquake,M 4.3 - Kermadec Islands region,-27.2252,-176.1264,92.757,us6000mz6x
-0.48,"62 km ENE of Pedro Bay, Alaska",1715467531740,1715645918870,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123266,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123266.geojson,,,,,reviewed,0,0,av,93123266,",av93123266,",",av,",",origin,phase-data,",6.0,0.03009,0.22,114.0,ml,earthquake,"M -0.5 - 62 km ENE of Pedro Bay, Alaska",60.0035,-153.072666666667,-2.98,av93123266
0.15,"6 km NNW of The Geysers, CA",1715466664470,1715896520621,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005221,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005221.geojson,,,,,reviewed,0,0,nc,75005221,",nc75005221,",",nc,",",nearby-cities,origin,phase-data,",20.0,0.01051,0.04,53.0,md,earthquake,"M 0.2 - 6 km NNW of The Geysers, CA",38.8243333333333,-122.796666666667,-0.11,nc75005221
0.56,"6 km NW of The Geysers, CA",1715466360870,1715466455571,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005216,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005216.geojson,,,,,automatic,0,5,nc,75005216,",nc75005216,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01201,0.02,113.0,md,earthquake,"M 0.6 - 6 km NW of The Geysers, CA",38.8076667785645,-122.810668945312,2.75,nc75005216
1.80999994,"14 km ESE of Pāhala, Hawaii",1715466193420,1715466283500,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74228152,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74228152.geojson,,,,,automatic,0,50,hv,74228152,",hv74228152,",",hv,",",origin,phase-data,",22.0,0.1031,0.119999997,224.0,md,earthquake,"M 1.8 - 14 km ESE of Pāhala, Hawaii",19.1418342590332,-155.35400390625,27.3400001525879,hv74228152
1.48,"26 km NNE of Prospect, Oregon",1715466120300,1715802038470,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61996847,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61996847.geojson,,,,,reviewed,0,34,uw,61996847,",uw61996847,",",uw,",",origin,phase-data,",7.0,0.1894,0.13,141.0,ml,earthquake,"M 1.5 - 26 km NNE of Prospect, Oregon",42.979,-122.39983333333333,35.65,uw61996847
1.88,"7 km SSE of Volcano, Hawaii",1715466098950,1715466257090,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74228147,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74228147.geojson,,,,,automatic,0,54,hv,74228147,",hv74228147,",",hv,",",origin,phase-data,",22.0,0.004644,0.129999995,103.0,ml,earthquake,"M 1.9 - 7 km SSE of Volcano, Hawaii",19.3756675720215,-155.210998535156,1.66999995708466,hv74228147
0.12,"7 km NW of The Geysers, CA",1715464822640,1715895284666,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005206,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005206.geojson,,,,,reviewed,0,0,nc,75005206,",nc75005206,",",nc,",",nearby-cities,origin,phase-data,",24.0,0.007919,0.04,46.0,md,earthquake,"M 0.1 - 7 km NW of The Geysers, CA",38.8201666666667,-122.819333333333,2.28,nc75005206
0.61,"13 km WNW of Anza, CA",1715464696910,1715635434182,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40745920,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40745920.geojson,,,,,reviewed,0,6,ci,40745920,",ci40745920,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.03825,0.17,58.0,ml,earthquake,"M 0.6 - 13 km WNW of Anza, CA",33.5795,-116.8066667,9.41,ci40745920
1.47,"13 km NNE of Stanley, Idaho",1715464593610,1715520874710,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90050203,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb90050203.geojson,,,,,reviewed,0,33,mb,90050203,",mb90050203,",",mb,",",origin,phase-data,",9.0,0.2222,0.13,70.0,ml,earthquake,"M 1.5 - 13 km NNE of Stanley, Idaho",44.3283333333333,-114.855833333333,1.1,mb90050203
1.09,"7 km NW of The Geysers, CA",1715463545200,1715463641472,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005196,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005196.geojson,,,,,automatic,0,18,nc,75005196,",nc75005196,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.008453,0.02,69.0,md,earthquake,"M 1.1 - 7 km NW of The Geysers, CA",38.8148345947266,-122.821502685547,2.29999995231628,nc75005196
2.37,"10 km NE of Pāhala, Hawaii",1715463114970,1717537418040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74228112,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74228112.geojson,,,,,automatic,0,86,hv,74228112,",us6000mxz1,hv74228112,",",us,hv,",",origin,phase-data,",54.0,0.06798,0.140000001,123.0,ml,earthquake,"M 2.4 - 10 km NE of Pāhala, Hawaii",19.2666664123535,-155.401168823242,30.5699996948242,hv74228112
4.0,Fiji region,1715462070772,1716269231040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mz71,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mz71.geojson,,,,,reviewed,0,246,us,6000mz71,",us6000mz71,",",us,",",origin,phase-data,",34.0,3.467,0.53,93.0,mb,earthquake,M 4.0 - Fiji region,-21.4005,-178.9138,572.381,us6000mz71
0.67,"16 km SW of Thatcher, Utah",1715460947970,1715628487430,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80069431,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80069431.geojson,,,,,reviewed,0,7,uu,80069431,",uu80069431,",",uu,",",origin,phase-data,",9.0,0.01719,0.19,89.0,md,earthquake,"M 0.7 - 16 km SW of Thatcher, Utah",41.5888333333333,-112.427166666667,6.83,uu80069431
1.6,"71 km WSW of Nikolski, Alaska",1715460913020,1715631904470,,https://earthquake.usgs.gov/earthquakes/eventpage/av93006984,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93006984.geojson,,,,,reviewed,0,39,av,93006984,",av93006984,",",av,",",origin,phase-data,",4.0,0.1053,0.3,262.0,ml,earthquake,"M 1.6 - 71 km WSW of Nikolski, Alaska",52.714,-169.848,1.49,av93006984
4.3,"147 km NE of Lospalos, Timor Leste",1715460777129,1715465096040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mxyy,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mxyy.geojson,,,,,reviewed,0,284,us,6000mxyy,",us6000mxyy,",",us,",",origin,phase-data,",27.0,4.237,1.0,71.0,mb,earthquake,"M 4.3 - 147 km NE of Lospalos, Timor Leste",-7.592,127.9601,150.613,us6000mxyy
4.2,"9 km SSE of Salina Cruz, Mexico",1715460226170,1715914818040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mxz0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mxz0.geojson,,,,,reviewed,0,271,us,6000mxz0,",us6000mxz0,",",us,",",origin,phase-data,",35.0,3.567,0.43,181.0,mb,earthquake,"M 4.2 - 9 km SSE of Salina Cruz, Mexico",16.0883,-95.1714,43.748,us6000mxz0
2.9,"32 km NNE of Petersville, Alaska",1715459927160,1715547840040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mxz6,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mxz6.geojson,,,,,reviewed,0,129,us,6000mxz6,",us6000mxz6,",",us,",",origin,phase-data,",34.0,0.392,0.4,35.0,ml,earthquake,"M 2.9 - 32 km NNE of Petersville, Alaska",62.7722,-150.5564,86.785,us6000mxz6
1.14,"3 km S of Lytle Creek, CA",1715459753670,1715634990140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40745888,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40745888.geojson,,,,,reviewed,0,20,ci,40745888,",ci40745888,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39.0,0.01949,0.17,44.0,ml,earthquake,"M 1.1 - 3 km S of Lytle Creek, CA",34.2308333,-117.5056667,11.86,ci40745888
1.05,"259 km W of Adak, Alaska",1715459629120,1715559337990,,https://earthquake.usgs.gov/earthquakes/eventpage/av93006904,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93006904.geojson,,,,,reviewed,0,17,av,93006904,",av93006904,",",av,",",origin,phase-data,",6.0,0.01836,0.13,176.0,ml,earthquake,"M 1.1 - 259 km W of Adak, Alaska",51.9025,179.590666666667,6.91,av93006904
0.74,"86 km NW of Karluk, Alaska",1715459474420,1715645290200,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123196,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123196.geojson,,,,,reviewed,0,8,av,93123196,",av93123196,",",av,",",origin,phase-data,",15.0,0.04935,0.11,118.0,ml,earthquake,"M 0.7 - 86 km NW of Karluk, Alaska",58.1705,-155.383666666667,3.51,av93123196
1.12,"7 km NW of The Geysers, CA",1715459415860,1715459511298,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005181,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005181.geojson,,,,,automatic,0,19,nc,75005181,",nc75005181,",",nc,",",nearby-cities,origin,phase-data,",23.0,0.002675,0.02,59.0,md,earthquake,"M 1.1 - 7 km NW of The Geysers, CA",38.8113327026367,-122.827835083008,1.23000001907349,nc75005181
4.2,south of the Kermadec Islands,1715459001840,1716266252040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mz6s,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000mz6s.geojson,,,,,reviewed,0,271,us,6000mz6s,",us6000mz6s,",",us,",",origin,phase-data,",15.0,4.401,0.78,191.0,mb,earthquake,M 4.2 - south of the Kermadec Islands,-33.3026,179.7053,124.743,us6000mz6s
1.5,"17 km SSE of Glacier, Washington",1715458902270,1715801580200,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61996817,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61996817.geojson,,,,,reviewed,0,35,uw,61996817,",uw61996817,",",uw,",",origin,phase-data,",3.0,0.1419,0.06,149.0,ml,other event,"M 1.5 Other Event - 17 km SSE of Glacier, Washington",48.75,-121.82466666666667,-0.58,uw61996817
0.41,"66 km W of Tyonek, Alaska",1715458880110,1715645057440,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123186,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123186.geojson,,,,,reviewed,0,3,av,93123186,",av93123186,",",av,",",origin,phase-data,",9.0,0.1509,0.12,155.0,ml,earthquake,"M 0.4 - 66 km W of Tyonek, Alaska",61.0455,-152.359166666667,15.06,av93123186
0.75,"6 km WNW of Cobb, CA",1715458438050,1715458535911,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005176,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005176.geojson,,,,,automatic,0,9,nc,75005176,",nc75005176,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.008475,0.02,96.0,md,earthquake,"M 0.8 - 6 km WNW of Cobb, CA",38.8303337097168,-122.787002563477,1.78999996185303,nc75005176
0.17,"5 km W of Mammoth Lakes, CA",1715458079210,1715500609467,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005171,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005171.geojson,,,,,reviewed,0,0,nc,75005171,",nc75005171,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.0103,0.06,94.0,md,earthquake,"M 0.2 - 5 km W of Mammoth Lakes, CA",37.6326666666667,-119.0305,-2.79,nc75005171
0.39,"29 km NE of Amboy, Washington",1715457980220,1715801388610,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61996807,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61996807.geojson,,,,,reviewed,0,2,uw,61996807,",uw61996807,",",uw,",",origin,phase-data,",10.0,0.0522,0.17,304.0,ml,earthquake,"M 0.4 - 29 km NE of Amboy, Washington",46.085166666666666,-122.152,11.85,uw61996807
-0.2,"46 km ESE of Beatty, Nevada",1715457700467,1715479478487,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00877453,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00877453.geojson,,,,,reviewed,0,0,nn,00877453,",nn00877453,",",nn,",",origin,phase-data,",11.0,0.014,0.0429,83.33000000000001,ml,earthquake,"M -0.2 - 46 km ESE of Beatty, Nevada",36.7507,-116.2803,8.7,nn00877453
-0.2,"46 km ESE of Beatty, Nevada",1715457530248,1715479469640,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00877452,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00877452.geojson,,,,,reviewed,0,0,nn,00877452,",nn00877452,",",nn,",",origin,phase-data,",10.0,0.012,0.0477,92.69999999999999,ml,earthquake,"M -0.2 - 46 km ESE of Beatty, Nevada",36.7486,-116.281,8.9,nn00877452
0.99,"20 km SW of Stanley, Idaho",1715457232490,1715520312340,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90050178,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb90050178.geojson,,,,,reviewed,0,15,mb,90050178,",mb90050178,",",mb,",",origin,phase-data,",5.0,0.2204,0.15,125.0,ml,earthquake,"M 1.0 - 20 km SW of Stanley, Idaho",44.1125,-115.1525,4.96,mb90050178
2.08,"18 km W of Bayview, CA",1715456900050,1715893746926,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005161,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005161.geojson,,,,,reviewed,0,67,nc,75005161,",nc75005161,",",nc,",",nearby-cities,origin,phase-data,",24.0,0.1517,0.09,263.0,md,earthquake,"M 2.1 - 18 km W of Bayview, CA",40.765,-124.403333333333,23.58,nc75005161
1.06,"3 km  of The Geysers, CA",1715456499880,1715456595861,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005151,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005151.geojson,,,,,automatic,0,17,nc,75005151,",nc75005151,",",nc,",",nearby-cities,origin,phase-data,",17.0,0.008926,0.03,83.0,md,earthquake,"M 1.1 - 3 km  of The Geysers, CA",38.8058319091797,-122.768997192383,0.400000005960464,nc75005151
0.16,"13 km WNW of Anza, CA",1715456304980,1715633801574,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40745832,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40745832.geojson,,,,,reviewed,0,0,ci,40745832,",ci40745832,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.03681,0.17,96.0,ml,earthquake,"M 0.2 - 13 km WNW of Anza, CA",33.5851667,-116.807,8.28,ci40745832
1.57,"6 km ESE of Hawaiian Ocean View, Hawaii",1715455704390,1715461581610,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74228042,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74228042.geojson,,,,,reviewed,0,38,hv,74228042,",hv74228042,",",hv,",",origin,phase-data,",17.0,0.07735,0.12,170.0,md,earthquake,"M 1.6 - 6 km ESE of Hawaiian Ocean View, Hawaii",19.0496666666667,-155.702833333333,14.35,hv74228042
0.78,"3 km NNW of The Geysers, CA",1715455505080,1715455601743,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75005141,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75005141.geojson,,,,,automatic,0,9,nc,75005141,",nc75005141,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.009473,0.02,75.0,md,earthquake,"M 0.8 - 3 km NNW of The Geysers, CA",38.800666809082,-122.771835327148,2.09999990463257,nc75005141
0.57,"5 km ESE of Hebgen Lake Estates, Montana",1715455494460,1715606609020,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80069421,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80069421.geojson,,,,,reviewed,0,5,uu,80069421,",uu80069421,",",uu,",",origin,phase-data,",13.0,0.05044,0.13,90.0,md,earthquake,"M 0.6 - 5 km ESE of Hebgen Lake Estates, Montana",44.7465,-111.125666666667,13.26,uu80069421
0.06,"85 km NW of Karluk, Alaska",1715455182730,1715644156280,,https://earthquake.usgs.gov/earthquakes/eventpage/av93123176,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93123176.geojson,,,,,reviewed,0,0,av,93123176,",av93123176,",",av,",",origin,phase-data,",8.0,0.04416,0.08,185.0,ml,earthquake,"M 0.1 - 85 km NW of Karluk, Alaska",58.1688333333333,-155.357666666667,2.15,av93123176
